1, none, tectonic:alpine_meadow, MONSTER, minecraft:spider, 80, 4, 4
679, none, tectonic:evergreen_forest, MONSTER, minecraft:enderman, 5, 1, 4
680, none, tectonic:evergreen_forest, MONSTER, minecraft:witch, 5, 1, 1
681, none, tectonic:evergreen_forest, CREATURE, minecraft:sheep, 12, 4, 4
682, none, tectonic:evergreen_forest, CREATURE, minecraft:pig, 10, 4, 4
683, none, tectonic:evergreen_forest, CREATURE, minecraft:chicken, 10, 4, 4
684, none, tectonic:evergreen_forest, CREATURE, minecraft:cow, 10, 4, 4
685, none, tectonic:evergreen_forest, AMBIENT, minecraft:bat, 10, 8, 8
686, none, tectonic:evergreen_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
687, taiga, biomesoplenty:field, MONSTER, minecraft:spider, 80, 4, 4
688, taiga, biomesoplenty:field, MONSTER, minecraft:zombie, 80, 4, 4
689, taiga, biomesoplenty:field, MONSTER, minecraft:zombie_villager, 10, 1, 1
690, taiga, biomesoplenty:field, MONSTER, minecraft:skeleton, 80, 4, 4
691, taiga, biomesoplenty:field, MONSTER, minecraft:creeper, 80, 4, 4
692, taiga, biomesoplenty:field, MONSTER, minecraft:slime, 80, 4, 4
693, taiga, biomesoplenty:field, MONSTER, minecraft:enderman, 5, 1, 4
694, taiga, biomesoplenty:field, MONSTER, minecraft:witch, 5, 1, 1
695, taiga, biomesoplenty:field, CREATURE, minecraft:sheep, 12, 4, 4
696, taiga, biomesoplenty:field, CREATURE, minecraft:pig, 10, 4, 4
697, taiga, biomesoplenty:field, CREATURE, minecraft:chicken, 10, 4, 4
698, taiga, biomesoplenty:field, CREATURE, minecraft:cow, 10, 4, 4
699, taiga, biomesoplenty:field, CREATURE, minecraft:fox, 10, 2, 4
700, taiga, biomesoplenty:field, AMBIENT, minecraft:bat, 10, 8, 8
701, taiga, biomesoplenty:field, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
702, taiga, biomesoplenty:field, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
703, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:spider, 80, 4, 4
704, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:zombie, 80, 4, 4
705, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
706, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
707, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:creeper, 80, 4, 4
708, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:slime, 80, 4, 4
709, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:enderman, 5, 1, 4
710, taiga, biomesoplenty:fir_clearing, MONSTER, minecraft:witch, 5, 1, 1
711, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:sheep, 12, 4, 4
712, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:pig, 10, 4, 4
713, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:chicken, 10, 4, 4
714, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:cow, 10, 4, 4
715, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:wolf, 10, 4, 4
716, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:rabbit, 10, 2, 3
717, taiga, biomesoplenty:fir_clearing, CREATURE, minecraft:fox, 10, 2, 4
718, taiga, biomesoplenty:fir_clearing, AMBIENT, minecraft:bat, 10, 8, 8
719, taiga, biomesoplenty:fir_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
720, taiga, biomesoplenty:fir_clearing, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
721, taiga, nature_arise:fir_forest, MONSTER, minecraft:spider, 80, 4, 4
722, taiga, nature_arise:fir_forest, MONSTER, minecraft:zombie, 80, 4, 4
723, taiga, nature_arise:fir_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
724, taiga, nature_arise:fir_forest, MONSTER, minecraft:skeleton, 80, 4, 4
725, taiga, nature_arise:fir_forest, MONSTER, minecraft:creeper, 80, 4, 4
726, taiga, nature_arise:fir_forest, MONSTER, minecraft:slime, 80, 4, 4
727, taiga, nature_arise:fir_forest, MONSTER, minecraft:enderman, 5, 1, 4
728, taiga, nature_arise:fir_forest, MONSTER, minecraft:witch, 5, 1, 1
729, taiga, nature_arise:fir_forest, CREATURE, nature_arise:grizzly_bear, 12, 1, 2
730, taiga, nature_arise:fir_forest, CREATURE, minecraft:sheep, 12, 4, 4
731, taiga, nature_arise:fir_forest, CREATURE, minecraft:pig, 10, 4, 4
732, taiga, nature_arise:fir_forest, CREATURE, minecraft:chicken, 10, 4, 4
733, taiga, nature_arise:fir_forest, CREATURE, minecraft:cow, 10, 4, 4
734, taiga, nature_arise:fir_forest, CREATURE, minecraft:wolf, 10, 4, 4
735, taiga, nature_arise:fir_forest, AMBIENT, minecraft:bat, 10, 8, 8
736, taiga, nature_arise:fir_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
737, taiga, nature_arise:fir_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
738, jungle, biomesoplenty:floodplain, MONSTER, minecraft:spider, 80, 4, 4
739, jungle, biomesoplenty:floodplain, MONSTER, minecraft:zombie, 80, 4, 4
740, jungle, biomesoplenty:floodplain, MONSTER, minecraft:zombie_villager, 10, 1, 1
741, jungle, biomesoplenty:floodplain, MONSTER, minecraft:skeleton, 80, 4, 4
742, jungle, biomesoplenty:floodplain, MONSTER, minecraft:creeper, 80, 4, 4
743, jungle, biomesoplenty:floodplain, MONSTER, minecraft:slime, 80, 4, 4
744, jungle, biomesoplenty:floodplain, MONSTER, minecraft:enderman, 5, 1, 4
745, jungle, biomesoplenty:floodplain, MONSTER, minecraft:witch, 5, 1, 1
746, jungle, biomesoplenty:floodplain, CREATURE, minecraft:frog, 10, 2, 5
747, jungle, biomesoplenty:floodplain, AMBIENT, minecraft:bat, 10, 8, 8
748, jungle, biomesoplenty:floodplain, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
749, jungle, biomesoplenty:floodplain, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
750, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
751, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
752, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
753, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
754, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
755, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
756, forest, minecraft:flower_forest, MONSTER, minecraft:enderman, 5, 1, 4
757, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
758, forest, minecraft:flower_forest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
759, forest, minecraft:flower_forest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
760, forest, minecraft:flower_forest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
761, forest, minecraft:flower_forest, MONSTER, enderzoology:enderminy, 30, 4, 4
762, forest, minecraft:flower_forest, MONSTER, enderzoology:wither_witch, 10, 1, 1
763, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
764, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 10, 4, 4
765, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
766, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 10, 4, 4
767, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
768, forest, minecraft:flower_forest, CREATURE, species:limpet, 10, 1, 1
769, forest, minecraft:flower_forest, CREATURE, enderzoology:owl, 10, 2, 3
770, forest, minecraft:flower_forest, CREATURE, lostfeatures:moobloom, 10, 2, 4
771, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
772, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
773, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
774, taiga, nature_arise:flower_taiga, MONSTER, minecraft:spider, 80, 4, 4
775, taiga, nature_arise:flower_taiga, MONSTER, minecraft:zombie, 80, 4, 4
776, taiga, nature_arise:flower_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
777, taiga, nature_arise:flower_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
778, taiga, nature_arise:flower_taiga, MONSTER, minecraft:creeper, 80, 4, 4
779, taiga, nature_arise:flower_taiga, MONSTER, minecraft:slime, 80, 4, 4
780, taiga, nature_arise:flower_taiga, MONSTER, minecraft:enderman, 5, 1, 4
781, taiga, nature_arise:flower_taiga, MONSTER, minecraft:witch, 5, 1, 1
782, taiga, nature_arise:flower_taiga, CREATURE, minecraft:sheep, 12, 4, 4
783, taiga, nature_arise:flower_taiga, CREATURE, minecraft:pig, 10, 4, 4
784, taiga, nature_arise:flower_taiga, CREATURE, minecraft:chicken, 10, 4, 4
785, taiga, nature_arise:flower_taiga, CREATURE, minecraft:cow, 10, 4, 4
786, taiga, nature_arise:flower_taiga, CREATURE, minecraft:wolf, 10, 4, 4
787, taiga, nature_arise:flower_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
788, taiga, nature_arise:flower_taiga, CREATURE, minecraft:fox, 10, 2, 4
789, taiga, nature_arise:flower_taiga, AMBIENT, minecraft:bat, 10, 8, 8
790, taiga, nature_arise:flower_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
791, taiga, nature_arise:flower_taiga, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
792, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
793, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
794, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
795, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
796, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
797, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
798, forest, minecraft:forest, MONSTER, minecraft:enderman, 5, 1, 4
799, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
800, forest, minecraft:forest, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
801, forest, minecraft:forest, MONSTER, enderzoology:infested_zombie, 23, 1, 4
802, forest, minecraft:forest, MONSTER, enderzoology:fallen_knight, 23, 4, 6
803, forest, minecraft:forest, MONSTER, enderzoology:enderminy, 30, 4, 4
804, forest, minecraft:forest, MONSTER, enderzoology:wither_witch, 10, 1, 1
805, forest, minecraft:forest, CREATURE, minecraft:sheep, 12, 4, 4
806, forest, minecraft:forest, CREATURE, minecraft:pig, 10, 4, 4
807, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 4, 4
808, forest, minecraft:forest, CREATURE, minecraft:cow, 10, 4, 4
809, forest, minecraft:forest, CREATURE, minecraft:wolf, 10, 4, 4
810, forest, minecraft:forest, CREATURE, species:limpet, 10, 1, 1
811, forest, minecraft:forest, CREATURE, lostfeatures:moobloom, 10, 2, 4
812, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
813, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
814, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
815, none, biomesoplenty:forested_field, MONSTER, minecraft:spider, 80, 4, 4
816, none, biomesoplenty:forested_field, MONSTER, minecraft:zombie, 80, 4, 4
817, none, biomesoplenty:forested_field, MONSTER, minecraft:zombie_villager, 10, 1, 1
818, none, biomesoplenty:forested_field, MONSTER, minecraft:skeleton, 80, 4, 4
819, none, biomesoplenty:forested_field, MONSTER, minecraft:creeper, 80, 4, 4
820, none, biomesoplenty:forested_field, MONSTER, minecraft:slime, 80, 4, 4
821, none, biomesoplenty:forested_field, MONSTER, minecraft:enderman, 5, 1, 4
822, none, biomesoplenty:forested_field, MONSTER, minecraft:witch, 5, 1, 1
823, none, biomesoplenty:forested_field, CREATURE, minecraft:sheep, 12, 4, 4
824, none, biomesoplenty:forested_field, CREATURE, minecraft:pig, 10, 4, 4
825, none, biomesoplenty:forested_field, CREATURE, minecraft:chicken, 10, 4, 4
826, none, biomesoplenty:forested_field, CREATURE, minecraft:cow, 10, 4, 4
827, none, biomesoplenty:forested_field, CREATURE, minecraft:fox, 10, 2, 4
828, none, biomesoplenty:forested_field, AMBIENT, minecraft:bat, 10, 8, 8
829, none, biomesoplenty:forested_field, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
830, none, biomesoplenty:forested_field, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
831, none, nature_arise:frozen_caves, MONSTER, minecraft:spider, 80, 4, 4
832, none, nature_arise:frozen_caves, MONSTER, minecraft:zombie, 80, 4, 4
833, none, nature_arise:frozen_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
834, none, nature_arise:frozen_caves, MONSTER, minecraft:skeleton, 80, 4, 4
835, none, nature_arise:frozen_caves, MONSTER, minecraft:creeper, 80, 4, 4
836, none, nature_arise:frozen_caves, MONSTER, minecraft:slime, 80, 4, 4
837, none, nature_arise:frozen_caves, MONSTER, minecraft:enderman, 5, 1, 4
838, none, nature_arise:frozen_caves, MONSTER, minecraft:witch, 5, 1, 1
839, none, nature_arise:frozen_caves, MONSTER, minecraft:drowned, 80, 4, 4
840, none, nature_arise:frozen_caves, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
841, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
842, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
843, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
844, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
845, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
846, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
847, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
848, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
849, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
850, ocean, minecraft:frozen_ocean, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
851, ocean, minecraft:frozen_ocean, MONSTER, enderzoology:infested_zombie, 23, 1, 4
852, ocean, minecraft:frozen_ocean, MONSTER, enderzoology:fallen_knight, 23, 4, 6
853, ocean, minecraft:frozen_ocean, MONSTER, enderzoology:enderminy, 30, 4, 4
854, ocean, minecraft:frozen_ocean, MONSTER, enderzoology:wither_witch, 10, 1, 1
855, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
856, ocean, minecraft:frozen_ocean, CREATURE, species:limpet, 10, 1, 1
857, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
858, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
859, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
860, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
861, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
862, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
863, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
864, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
865, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
866, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
867, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
868, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 5, 1, 4
869, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
870, extreme_hills, minecraft:frozen_peaks, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
871, extreme_hills, minecraft:frozen_peaks, MONSTER, enderzoology:infested_zombie, 23, 1, 4
872, extreme_hills, minecraft:frozen_peaks, MONSTER, enderzoology:fallen_knight, 23, 4, 6
873, extreme_hills, minecraft:frozen_peaks, MONSTER, enderzoology:enderminy, 30, 4, 4
874, extreme_hills, minecraft:frozen_peaks, MONSTER, enderzoology:wither_witch, 10, 1, 1
875, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 10, 1, 3
876, extreme_hills, minecraft:frozen_peaks, CREATURE, species:limpet, 10, 1, 1
877, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
878, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
879, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
880, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
881, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
882, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
883, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
884, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
885, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
886, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
887, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
888, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
889, river, minecraft:frozen_river, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
890, river, minecraft:frozen_river, MONSTER, enderzoology:infested_zombie, 23, 1, 4
891, river, minecraft:frozen_river, MONSTER, enderzoology:fallen_knight, 23, 4, 6
892, river, minecraft:frozen_river, MONSTER, enderzoology:enderminy, 30, 4, 4
893, river, minecraft:frozen_river, MONSTER, enderzoology:wither_witch, 10, 1, 1
894, river, minecraft:frozen_river, CREATURE, species:limpet, 10, 1, 1
895, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
896, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
897, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
898, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
899, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
900, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:spider, 80, 4, 4
901, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie, 80, 4, 4
902, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
903, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
904, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:creeper, 80, 4, 4
905, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:slime, 80, 4, 4
906, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:enderman, 5, 1, 4
907, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:witch, 5, 1, 1
908, jungle, biomesoplenty:fungal_jungle, CREATURE, minecraft:frog, 10, 2, 5
909, jungle, biomesoplenty:fungal_jungle, AMBIENT, minecraft:bat, 10, 8, 8
910, jungle, biomesoplenty:fungal_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
911, jungle, biomesoplenty:fungal_jungle, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
912, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:spider, 80, 4, 4
913, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:zombie, 80, 4, 4
914, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:zombie_villager, 10, 1, 1
915, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:skeleton, 80, 4, 4
916, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:creeper, 80, 4, 4
917, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:slime, 80, 4, 4
918, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:enderman, 5, 1, 4
919, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:witch, 5, 1, 1
920, none, biomesoplenty:glowing_grotto, AMBIENT, minecraft:bat, 10, 8, 8
921, none, biomesoplenty:glowing_grotto, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
922, none, biomesoplenty:glowing_grotto, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
923, none, biomesoplenty:grassland, CREATURE, horse_colors:donkey, 10, 1, 3
924, none, biomesoplenty:grassland, CREATURE, horse_colors:horse_felinoid, 10, 2, 6
925, none, biomesoplenty:grassland, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
926, none, tectonic:grasslands, MONSTER, minecraft:spider, 80, 4, 4
927, none, tectonic:grasslands, MONSTER, minecraft:zombie, 80, 4, 4
928, none, tectonic:grasslands, MONSTER, minecraft:zombie_villager, 10, 1, 1
929, none, tectonic:grasslands, MONSTER, minecraft:skeleton, 80, 4, 4
930, none, tectonic:grasslands, MONSTER, minecraft:creeper, 80, 4, 4
931, none, tectonic:grasslands, MONSTER, minecraft:slime, 80, 4, 4
932, none, tectonic:grasslands, MONSTER, minecraft:enderman, 5, 1, 4
933, none, tectonic:grasslands, MONSTER, minecraft:witch, 5, 1, 1
934, none, tectonic:grasslands, CREATURE, minecraft:sheep, 12, 4, 4
935, none, tectonic:grasslands, CREATURE, minecraft:pig, 10, 4, 4
936, none, tectonic:grasslands, CREATURE, minecraft:chicken, 10, 4, 4
937, none, tectonic:grasslands, CREATURE, minecraft:cow, 10, 4, 4
938, none, tectonic:grasslands, AMBIENT, minecraft:bat, 10, 8, 8
939, none, tectonic:grasslands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
940, none, riverredux:gravelly_river, MONSTER, minecraft:spider, 80, 4, 4
941, none, riverredux:gravelly_river, MONSTER, minecraft:zombie, 80, 4, 4
942, none, riverredux:gravelly_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
943, none, riverredux:gravelly_river, MONSTER, minecraft:skeleton, 80, 4, 4
944, none, riverredux:gravelly_river, MONSTER, minecraft:creeper, 80, 4, 4
945, none, riverredux:gravelly_river, MONSTER, minecraft:slime, 80, 4, 4
946, none, riverredux:gravelly_river, MONSTER, minecraft:enderman, 5, 1, 4
947, none, riverredux:gravelly_river, MONSTER, minecraft:witch, 5, 1, 1
948, none, riverredux:gravelly_river, MONSTER, minecraft:drowned, 80, 1, 1
949, none, riverredux:gravelly_river, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
950, none, riverredux:gravelly_river, MONSTER, enderzoology:infested_zombie, 23, 1, 4
951, none, riverredux:gravelly_river, MONSTER, enderzoology:fallen_knight, 23, 4, 6
952, none, riverredux:gravelly_river, MONSTER, enderzoology:enderminy, 30, 4, 4
953, none, riverredux:gravelly_river, MONSTER, enderzoology:wither_witch, 10, 1, 1
954, none, riverredux:gravelly_river, AMBIENT, minecraft:bat, 10, 8, 8
955, none, riverredux:gravelly_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
956, none, riverredux:gravelly_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
957, none, riverredux:gravelly_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
958, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
959, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
960, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
961, forest, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
962, forest, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
963, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
964, forest, minecraft:grove, MONSTER, minecraft:enderman, 5, 1, 4
965, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
966, forest, minecraft:grove, MONSTER, enderzoology:concussion_creeper, 25, 4, 4
967, forest, minecraft:grove, MONSTER, enderzoology:infested_zombie, 23, 1, 4
968, forest, minecraft:grove, MONSTER, enderzoology:fallen_knight, 23, 4, 6
969, forest, minecraft:grove, MONSTER, enderzoology:enderminy, 30, 4, 4
970, forest, minecraft:grove, MONSTER, enderzoology:dire_wolf, 10, 3, 8
971, forest, minecraft:grove, MONSTER, enderzoology:wither_witch, 10, 1, 1
972, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
973, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
974, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
975, forest, minecraft:grove, CREATURE, minecraft:cow, 10, 4, 4
976, forest, minecraft:grove, CREATURE, minecraft:wolf, 10, 4, 4
977, forest, minecraft:grove, CREATURE, minecraft:rabbit, 10, 2, 3
978, forest, minecraft:grove, CREATURE, minecraft:fox, 10, 2, 4
979, forest, minecraft:grove, CREATURE, species:limpet, 10, 1, 1
980, forest, minecraft:grove, CREATURE, enderzoology:owl, 10, 2, 3
981, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
982, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
983, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
984, none, nyctophobia:haunted_forest, MONSTER, minecraft:spider, 80, 4, 4
985, none, nyctophobia:haunted_forest, MONSTER, minecraft:zombie, 80, 4, 4
986, none, nyctophobia:haunted_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
987, none, nyctophobia:haunted_forest, MONSTER, minecraft:skeleton, 80, 4, 4
988, none, nyctophobia:haunted_forest, MONSTER, minecraft:creeper, 80, 4, 4
989, none, nyctophobia:haunted_forest, MONSTER, minecraft:slime, 80, 4, 4
990, none, nyctophobia:haunted_forest, MONSTER, minecraft:enderman, 5, 1, 4
991, none, nyctophobia:haunted_forest, MONSTER, minecraft:witch, 5, 1, 1
992, none, nyctophobia:haunted_forest, CREATURE, minecraft:fox, 10, 2, 3
993, none, nyctophobia:haunted_forest, CREATURE, minecraft:wolf, 10, 3, 5
994, none, nyctophobia:haunted_forest, CREATURE, minecraft:sheep, 10, 3, 5
995, none, nyctophobia:haunted_forest, CREATURE, minecraft:pig, 10, 3, 5
996, none, nyctophobia:haunted_forest, CREATURE, minecraft:cat, 10, 1, 1
997, none, nyctophobia:haunted_forest, AMBIENT, minecraft:bat, 10, 8, 8
998, none, nyctophobia:haunted_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
999, none, nyctophobia:haunted_lakes, MONSTER, minecraft:spider, 80, 4, 4
1000, none, nyctophobia:haunted_lakes, MONSTER, minecraft:zombie, 80, 4, 4
1001, none, nyctophobia:haunted_lakes, MONSTER, minecraft:zombie_villager, 10, 1, 1
1002, none, nyctophobia:haunted_lakes, MONSTER, minecraft:skeleton, 80, 4, 4
