1, structory:abandoned_camp, HEADING, header:ignore, 0, 0, 0
368, structory_towers:ocean_pillar, HEADING, header:ignore, 0, 0, 0
369, awesomedungeonocean:ocean_quad, HEADING, header:ignore, 0, 0, 0
370, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
371, awesomedungeonocean:ocean_ruin_pillager, HEADING, header:ignore, 0, 0, 0
372, awesomedungeonocean:ocean_ruin_vanilla_temple, HEADING, header:ignore, 0, 0, 0
373, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
374, philipsruins:ocean_ruins, HEADING, header:ignore, 0, 0, 0
375, awesomedungeonocean:ocean_temple_quad, HEADING, header:ignore, 0, 0, 0
376, awesomedungeonocean:ocean_the_column_temple, HEADING, header:ignore, 0, 0, 0
377, awesomedungeonocean:ocean_warn_temple, HEADING, header:ignore, 0, 0, 0
378, ad_astra:oil_well, HEADING, header:ignore, 0, 0, 0
379, structory:old_manor, HEADING, header:ignore, 0, 0, 0
380, stellarity:old_stronghold, HEADING, header:ignore, 0, 0, 0
381, structory:outcast_villager_desert, HEADING, header:ignore, 0, 0, 0
382, structory:outcast_villager_grassy, HEADING, header:ignore, 0, 0, 0
383, aquamirae:outpost, HEADING, header:ignore, 0, 0, 0
384, aquamirae:outpost, MONSTER, minecraft:pillager, 10, 1, 2
385, aquamirae:outpost, MONSTER, minecraft:vindicator, 10, 1, 1
386, repurposed_structures:outpost_badlands, HEADING, header:ignore, 0, 0, 0
387, repurposed_structures:outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 1
388, repurposed_structures:outpost_birch, HEADING, header:ignore, 0, 0, 0
389, repurposed_structures:outpost_birch, MONSTER, minecraft:pillager, 10, 1, 1
390, repurposed_structures:outpost_crimson, HEADING, header:ignore, 0, 0, 0
391, repurposed_structures:outpost_crimson, MONSTER, minecraft:piglin, 10, 1, 1
392, repurposed_structures:outpost_desert, HEADING, header:ignore, 0, 0, 0
393, repurposed_structures:outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
394, repurposed_structures:outpost_end, HEADING, header:ignore, 0, 0, 0
395, repurposed_structures:outpost_end, MONSTER, minecraft:phantom, 10, 1, 1
396, repurposed_structures:outpost_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
397, repurposed_structures:outpost_giant_tree_taiga, MONSTER, minecraft:pillager, 10, 1, 1
398, repurposed_structures:outpost_icy, HEADING, header:ignore, 0, 0, 0
399, repurposed_structures:outpost_icy, MONSTER, minecraft:pillager, 10, 1, 1
400, repurposed_structures:outpost_jungle, HEADING, header:ignore, 0, 0, 0
401, repurposed_structures:outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 1
402, repurposed_structures:outpost_mangrove, HEADING, header:ignore, 0, 0, 0
403, repurposed_structures:outpost_mangrove, MONSTER, minecraft:pillager, 10, 1, 1
404, repurposed_structures:outpost_nether_brick, HEADING, header:ignore, 0, 0, 0
405, repurposed_structures:outpost_nether_brick, MONSTER, minecraft:piglin, 10, 1, 1
406, repurposed_structures:outpost_oak, HEADING, header:ignore, 0, 0, 0
407, repurposed_structures:outpost_oak, MONSTER, minecraft:pillager, 10, 1, 1
408, repurposed_structures:outpost_snowy, HEADING, header:ignore, 0, 0, 0
409, repurposed_structures:outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
410, repurposed_structures:outpost_taiga, HEADING, header:ignore, 0, 0, 0
411, repurposed_structures:outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
412, repurposed_structures:outpost_warped, HEADING, header:ignore, 0, 0, 0
413, repurposed_structures:outpost_warped, MONSTER, minecraft:piglin, 10, 1, 1
414, structory_towers:overgrown_mangrove, HEADING, header:ignore, 0, 0, 0
415, nullscape:phantom_nest, HEADING, header:ignore, 0, 0, 0
416, incendium:piglin_village, HEADING, header:ignore, 0, 0, 0
417, prototypedungeons:pillager_castle, HEADING, header:ignore, 0, 0, 0
418, prototypedungeons:pillager_castle, MONSTER, minecraft:pillager, 10, 1, 1
419, prototypedungeons:pillager_castle, MONSTER, minecraft:vindicator, 10, 1, 1
420, structory_towers:pillager_lookout, HEADING, header:ignore, 0, 0, 0
421, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
422, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 10, 1, 1
423, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
424, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 2
425, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
426, towns_and_towers:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 2
427, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
428, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 10, 1, 2
429, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
430, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 2
431, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
432, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 10, 1, 2
433, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
434, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 10, 1, 2
435, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
436, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 10, 1, 2
437, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
438, towns_and_towers:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 2
439, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
440, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 10, 1, 2
441, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
442, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
443, towns_and_towers:pillager_outpost_ocean, MONSTER, minecraft:pillager, 10, 1, 2
444, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
445, towns_and_towers:pillager_outpost_old_growth_taiga, MONSTER, minecraft:pillager, 10, 1, 2
446, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
447, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 2
448, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
449, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 10, 1, 2
450, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
451, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 10, 1, 2
452, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
453, towns_and_towers:pillager_outpost_snowy_slopes, MONSTER, minecraft:pillager, 10, 1, 2
454, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
455, towns_and_towers:pillager_outpost_snowy_taiga, MONSTER, minecraft:pillager, 10, 1, 2
456, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
457, towns_and_towers:pillager_outpost_sparse_jungle, MONSTER, minecraft:pillager, 10, 1, 2
458, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
459, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 10, 1, 2
460, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
461, towns_and_towers:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 2
462, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
463, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 2
464, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
465, towns_and_towers:pillager_outpost_wooded_badlands, MONSTER, minecraft:pillager, 10, 1, 2
466, incendium:pipeline, HEADING, header:ignore, 0, 0, 0
467, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
468, ad_astra:pygro_tower, HEADING, header:ignore, 0, 0, 0
469, ad_astra:pygro_village, HEADING, header:ignore, 0, 0, 0
470, imst:pyramid, HEADING, header:ignore, 0, 0, 0
471, repurposed_structures:pyramid_badlands, HEADING, header:ignore, 0, 0, 0
472, repurposed_structures:pyramid_dark_forest, HEADING, header:ignore, 0, 0, 0
473, repurposed_structures:pyramid_end, HEADING, header:ignore, 0, 0, 0
474, repurposed_structures:pyramid_flower_forest, HEADING, header:ignore, 0, 0, 0
475, repurposed_structures:pyramid_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
476, repurposed_structures:pyramid_icy, HEADING, header:ignore, 0, 0, 0
477, repurposed_structures:pyramid_jungle, HEADING, header:ignore, 0, 0, 0
478, repurposed_structures:pyramid_mushroom, HEADING, header:ignore, 0, 0, 0
479, repurposed_structures:pyramid_nether, HEADING, header:ignore, 0, 0, 0
480, repurposed_structures:pyramid_ocean, HEADING, header:ignore, 0, 0, 0
481, repurposed_structures:pyramid_snowy, HEADING, header:ignore, 0, 0, 0
482, imst:quarry, HEADING, header:ignore, 0, 0, 0
483, structory_towers:quarter_outpost, HEADING, header:ignore, 0, 0, 0
484, incendium:quartz_kitchen, HEADING, header:ignore, 0, 0, 0
485, philipsruins:rare_ruin, HEADING, header:ignore, 0, 0, 0
486, totw_modded:ratlantis, HEADING, header:ignore, 0, 0, 0
487, totw_modded:regular, HEADING, header:ignore, 0, 0, 0
488, stellarity:return_gateways/base_flying, HEADING, header:ignore, 0, 0, 0
489, stellarity:return_gateways/bloody_flying, HEADING, header:ignore, 0, 0, 0
490, stellarity:return_gateways/snowy_flying, HEADING, header:ignore, 0, 0, 0
491, structory:ruin_grassy, HEADING, header:ignore, 0, 0, 0
492, nova_structures:ruin_town, HEADING, header:ignore, 0, 0, 0
493, cataclysm:ruined_citadel, HEADING, header:ignore, 0, 0, 0
494, cataclysm:ruined_citadel, MONSTER, cataclysm:endermaptera, 10, 1, 1
495, incendium:ruined_lab, HEADING, header:ignore, 0, 0, 0
496, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
497, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
498, repurposed_structures:ruined_portal_end, HEADING, header:ignore, 0, 0, 0
499, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
500, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
501, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
502, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
503, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
504, repurposed_structures:ruins_land_cold, HEADING, header:ignore, 0, 0, 0
505, repurposed_structures:ruins_land_hot, HEADING, header:ignore, 0, 0, 0
506, repurposed_structures:ruins_land_icy, HEADING, header:ignore, 0, 0, 0
507, repurposed_structures:ruins_land_warm, HEADING, header:ignore, 0, 0, 0
508, repurposed_structures:ruins_nether, HEADING, header:ignore, 0, 0, 0
509, solarcraft:runic_elemental_arena, HEADING, header:ignore, 0, 0, 0
510, structory_towers:sacred_relic_temple, HEADING, header:ignore, 0, 0, 0
511, 1_splatus:sanctum, HEADING, header:ignore, 0, 0, 0
512, incendium:sanctum, HEADING, header:ignore, 0, 0, 0
513, incendium:sanctum, MONSTER, minecraft:skeleton, 10, 1, 1
514, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
515, philipsruins:sculk_dungeon, HEADING, header:ignore, 0, 0, 0
516, philipsruins:sealedruinedghaststatue1, HEADING, header:ignore, 0, 0, 0
517, aquamirae:shelter, HEADING, header:ignore, 0, 0, 0
518, aquamirae:ship, HEADING, header:ignore, 0, 0, 0
519, aquamirae:ship, MONSTER, minecraft:pillager, 10, 1, 2
520, aquamirae:ship, MONSTER, minecraft:vindicator, 10, 1, 1
521, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
522, minecraft:shipwreck, MONSTER, alexsmobs:skelewag, 15, 1, 2
523, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
524, repurposed_structures:shipwreck_crimson, HEADING, header:ignore, 0, 0, 0
525, repurposed_structures:shipwreck_crimson, MONSTER, minecraft:wither_skeleton, 10, 1, 1
526, repurposed_structures:shipwreck_end, HEADING, header:ignore, 0, 0, 0
527, repurposed_structures:shipwreck_nether_bricks, HEADING, header:ignore, 0, 0, 0
528, repurposed_structures:shipwreck_nether_bricks, MONSTER, minecraft:wither_skeleton, 10, 1, 1
529, repurposed_structures:shipwreck_warped, HEADING, header:ignore, 0, 0, 0
530, repurposed_structures:shipwreck_warped, MONSTER, minecraft:wither_skeleton, 10, 1, 1
531, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
532, minecolonies:shire_colony, HEADING, header:ignore, 0, 0, 0
533, minecolonies:shire_colony, CREATURE, minecraft:cat, 80, 1, 2
534, skyvillages:skyvillage, HEADING, header:ignore, 0, 0, 0
535, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
536, structory_towers:small_firetower, HEADING, header:ignore, 0, 0, 0
537, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
538, cataclysm:soul_black_smith, HEADING, header:ignore, 0, 0, 0
539, ars_nouveau:stalker_wilden_den, HEADING, header:ignore, 0, 0, 0
540, ars_nouveau:stalker_wilden_den, MONSTER, ars_nouveau:wilden_stalker, 10, 3, 3
541, philipsruins:start_nether_dungeon, HEADING, header:ignore, 0, 0, 0
542, philipsruins:start_nether_ruin, HEADING, header:ignore, 0, 0, 0
543, nova_structures:stray_fort, HEADING, header:ignore, 0, 0, 0
544, nova_structures:stray_fort, MONSTER, minecraft:stray, 10, 1, 32
545, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
546, minecraft:stronghold, MONSTER, minecraft:pillager, 10, 4, 4
547, minecraft:stronghold, MONSTER, minecraft:vindicator, 10, 4, 4
548, minecraft:stronghold, MONSTER, minecraft:evoker, 10, 1, 2
549, minecraft:stronghold, MONSTER, minecraft:witch, 10, 4, 4
550, minecraft:stronghold, MONSTER, minecraft:illusioner, 10, 3, 3
551, repurposed_structures:stronghold_end, HEADING, header:ignore, 0, 0, 0
552, repurposed_structures:stronghold_end, MONSTER, minecraft:endermite, 80, 2, 4
553, repurposed_structures:stronghold_nether, HEADING, header:ignore, 0, 0, 0
554, repurposed_structures:stronghold_nether, MONSTER, minecraft:blaze, 10, 2, 3
555, repurposed_structures:stronghold_nether, MONSTER, minecraft:zombified_piglin, 10, 4, 4
556, repurposed_structures:stronghold_nether, MONSTER, minecraft:wither_skeleton, 10, 5, 5
557, repurposed_structures:stronghold_nether, MONSTER, minecraft:skeleton, 10, 5, 5
558, repurposed_structures:stronghold_nether, MONSTER, minecraft:magma_cube, 10, 4, 4
559, minecraft:stronghold_town, HEADING, header:ignore, 0, 0, 0
560, minecraft:stronghold_town, MONSTER, minecraft:spider, 80, 4, 4
561, minecraft:stronghold_town, MONSTER, minecraft:zombie, 80, 4, 16
562, minecraft:stronghold_town, MONSTER, minecraft:zombie_villager, 10, 1, 1
563, minecraft:stronghold_town, MONSTER, minecraft:skeleton, 80, 4, 4
564, minecraft:stronghold_town, MONSTER, minecraft:creeper, 80, 4, 4
565, minecraft:stronghold_town, MONSTER, minecraft:slime, 80, 4, 4
566, minecraft:stronghold_town, MONSTER, minecraft:enderman, 80, 1, 4
567, minecraft:stronghold_town, MONSTER, minecraft:endermite, 80, 1, 16
568, minecraft:stronghold_town, MONSTER, minecraft:drowned, 80, 4, 4
569, minecraft:stronghold_town, MONSTER, minecraft:witch, 10, 1, 1
570, solarcraft:sun_shard_puzzle, HEADING, header:ignore, 0, 0, 0
571, imst:sunflower_farm, HEADING, header:ignore, 0, 0, 0
572, cataclysm:sunken_city, HEADING, header:ignore, 0, 0, 0
573, awesomedungeon:swamp_big_temple, HEADING, header:ignore, 0, 0, 0
574, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
575, minecraft:swamp_hut, MONSTER, minecraft:witch, 10, 1, 1
576, minecraft:swamp_hut, CREATURE, minecraft:cat, 10, 1, 1
577, structory:swamp_ruin, HEADING, header:ignore, 0, 0, 0
578, structory_towers:taiga_outpost, HEADING, header:ignore, 0, 0, 0
579, structory:taiga_ruin_surface, HEADING, header:ignore, 0, 0, 0
580, structory:taiga_ruin_underground, HEADING, header:ignore, 0, 0, 0
581, nova_structures:tavern_acacia, HEADING, header:ignore, 0, 0, 0
582, nova_structures:tavern_birch, HEADING, header:ignore, 0, 0, 0
583, nova_structures:tavern_cherry, HEADING, header:ignore, 0, 0, 0
584, nova_structures:tavern_dark_oak, HEADING, header:ignore, 0, 0, 0
585, nova_structures:tavern_desert, HEADING, header:ignore, 0, 0, 0
586, nova_structures:tavern_jungle, HEADING, header:ignore, 0, 0, 0
587, nova_structures:tavern_mangrove, HEADING, header:ignore, 0, 0, 0
588, nova_structures:tavern_oak, HEADING, header:ignore, 0, 0, 0
589, nova_structures:tavern_spruce, HEADING, header:ignore, 0, 0, 0
590, nova_structures:tavern_swamp, HEADING, header:ignore, 0, 0, 0
591, repurposed_structures:temple_nether_basalt, HEADING, header:ignore, 0, 0, 0
592, repurposed_structures:temple_nether_crimson, HEADING, header:ignore, 0, 0, 0
593, repurposed_structures:temple_nether_soul, HEADING, header:ignore, 0, 0, 0
594, repurposed_structures:temple_nether_warped, HEADING, header:ignore, 0, 0, 0
595, repurposed_structures:temple_nether_wasteland, HEADING, header:ignore, 0, 0, 0
596, repurposed_structures:temple_ocean, HEADING, header:ignore, 0, 0, 0
597, repurposed_structures:temple_taiga, HEADING, header:ignore, 0, 0, 0
598, imst:terralith/yurt, HEADING, header:ignore, 0, 0, 0
599, awesomedungeon:the_usine, HEADING, header:ignore, 0, 0, 0
600, awesomedungeon:the_ztower, HEADING, header:ignore, 0, 0, 0
601, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
602, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
603, imst:train_station, HEADING, header:ignore, 0, 0, 0
604, imst:train_station, MONSTER, minecraft:pillager, 10, 1, 1
605, solarcraft:trap_dungeon, HEADING, header:ignore, 0, 0, 0
606, totw_modded:tw_canopy, HEADING, header:ignore, 0, 0, 0
607, totw_modded:tw_mangrove, HEADING, header:ignore, 0, 0, 0
608, dungeons_arise:typhon, HEADING, header:ignore, 0, 0, 0
609, nova_structures:undead_crypt, HEADING, header:ignore, 0, 0, 0
610, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
611, nova_structures:underground_house, HEADING, header:ignore, 0, 0, 0
612, philipsruins:underground_structures, HEADING, header:ignore, 0, 0, 0
613, philipsruins:underground_structures, MONSTER, minecraft:wither_skeleton, 10, 1, 5
614, totw_modded:venus, HEADING, header:ignore, 0, 0, 0
615, ad_astra:venus_bullet, HEADING, header:ignore, 0, 0, 0
616, imst:viking_house, HEADING, header:ignore, 0, 0, 0
617, imst:viking_house, MONSTER, minecraft:pillager, 10, 1, 1
618, stellarity:village, HEADING, header:ignore, 0, 0, 0
619, repurposed_structures:village_badlands, HEADING, header:ignore, 0, 0, 0
620, towns_and_towers:village_badlands, HEADING, header:ignore, 0, 0, 0
621, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
622, repurposed_structures:village_birch, HEADING, header:ignore, 0, 0, 0
623, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
624, repurposed_structures:village_crimson, HEADING, header:ignore, 0, 0, 0
625, repurposed_structures:village_dark_forest, HEADING, header:ignore, 0, 0, 0
626, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
627, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
628, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
629, repurposed_structures:village_giant_taiga, HEADING, header:ignore, 0, 0, 0
630, towns_and_towers:village_grove, HEADING, header:ignore, 0, 0, 0
631, minecraft:village_jungle, HEADING, header:ignore, 0, 0, 0
632, repurposed_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
633, towns_and_towers:village_jungle, HEADING, header:ignore, 0, 0, 0
634, towns_and_towers:village_meadow, HEADING, header:ignore, 0, 0, 0
635, repurposed_structures:village_mountains, HEADING, header:ignore, 0, 0, 0
636, repurposed_structures:village_mushroom, HEADING, header:ignore, 0, 0, 0
637, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
638, repurposed_structures:village_oak, HEADING, header:ignore, 0, 0, 0
639, repurposed_structures:village_ocean, HEADING, header:ignore, 0, 0, 0
640, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
641, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
642, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
643, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
644, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
645, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
646, towns_and_towers:village_snowy_taiga, HEADING, header:ignore, 0, 0, 0
647, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
648, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
649, minecraft:village_swamp, HEADING, header:ignore, 0, 0, 0
650, repurposed_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
651, towns_and_towers:village_swamp, HEADING, header:ignore, 0, 0, 0
652, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
653, repurposed_structures:village_warped, HEADING, header:ignore, 0, 0, 0
654, towns_and_towers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
655, structory_towers:warped_greatsword, HEADING, header:ignore, 0, 0, 0
656, minecolonies:warpednetherlands_colony, HEADING, header:ignore, 0, 0, 0
657, minecolonies:warpednetherlands_colony, CREATURE, minecraft:cat, 80, 1, 2
658, explorify:watchtower_plains, HEADING, header:ignore, 0, 0, 0
659, explorify:watchtower_savanna, HEADING, header:ignore, 0, 0, 0
660, explorify:watchtower_taiga, HEADING, header:ignore, 0, 0, 0
661, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
662, nova_structures:well_birch, HEADING, header:ignore, 0, 0, 0
663, nova_structures:well_dark_oak, HEADING, header:ignore, 0, 0, 0
664, nova_structures:well_jungle, HEADING, header:ignore, 0, 0, 0
665, nova_structures:well_oak, HEADING, header:ignore, 0, 0, 0
666, nova_structures:well_savana, HEADING, header:ignore, 0, 0, 0
667, nova_structures:well_spruce, HEADING, header:ignore, 0, 0, 0
668, nova_structures:wild_ruin, HEADING, header:ignore, 0, 0, 0
669, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
670, awesomedungeon:witch_castle, HEADING, header:ignore, 0, 0, 0
671, imst:witch_hut, HEADING, header:ignore, 0, 0, 0
672, imst:witch_hut, MONSTER, minecraft:witch, 10, 1, 1
673, repurposed_structures:witch_hut_birch, HEADING, header:ignore, 0, 0, 0
674, repurposed_structures:witch_hut_birch, MONSTER, minecraft:witch, 10, 1, 1
675, repurposed_structures:witch_hut_birch, CREATURE, minecraft:cat, 10, 1, 1
676, repurposed_structures:witch_hut_dark_forest, HEADING, header:ignore, 0, 0, 0
677, repurposed_structures:witch_hut_dark_forest, MONSTER, minecraft:witch, 10, 1, 1
678, repurposed_structures:witch_hut_dark_forest, CREATURE, minecraft:cat, 10, 1, 1
679, repurposed_structures:witch_hut_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
680, repurposed_structures:witch_hut_giant_tree_taiga, MONSTER, minecraft:witch, 10, 1, 1
681, repurposed_structures:witch_hut_giant_tree_taiga, CREATURE, minecraft:cat, 10, 1, 1
682, repurposed_structures:witch_hut_mangrove, HEADING, header:ignore, 0, 0, 0
683, repurposed_structures:witch_hut_mangrove, MONSTER, minecraft:witch, 10, 1, 1
684, repurposed_structures:witch_hut_mangrove, CREATURE, minecraft:cat, 10, 1, 1
685, repurposed_structures:witch_hut_oak, HEADING, header:ignore, 0, 0, 0
686, repurposed_structures:witch_hut_oak, MONSTER, minecraft:witch, 10, 1, 1
687, repurposed_structures:witch_hut_oak, CREATURE, minecraft:cat, 10, 1, 1
688, repurposed_structures:witch_hut_taiga, HEADING, header:ignore, 0, 0, 0
689, repurposed_structures:witch_hut_taiga, MONSTER, minecraft:witch, 10, 1, 1
690, repurposed_structures:witch_hut_taiga, CREATURE, minecraft:cat, 10, 1, 1
691, structory_towers:wizard_tower, HEADING, header:ignore, 0, 0, 0
692, species:wraptor_coop, HEADING, header:ignore, 0, 0, 0
693, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
